code,mode,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,archetype_title
9185,similarity,0,3,5,2,4,5,3,4,2,3,The Free Spirit
9186,similarity,4,4,5,0,1,0,4,3,3,5,The Midnight Coder
9187,similarity,2,2,3,5,5,5,5,2,1,1,The Quiet Observer
9188,similarity,4,3,4,3,3,1,4,1,3,4,The Minimalist Architect
9189,similarity,2,1,4,2,2,2,5,1,0,4,The Grounded Loyalist
9190,similarity,0,0,3,1,0,3,0,0,2,0,The Midnight Coder
9191,similarity,4,0,3,5,3,3,5,3,5,3,The Calm Strategist
9192,similarity,0,5,1,4,1,4,0,2,3,5,The Minimalist Architect
9193,similarity,4,5,2,3,1,5,1,1,4,1,The Free Spirit
9194,similarity,2,3,2,1,4,1,0,0,2,4,The Spontaneous Socialite
9195,similarity,4,4,1,0,2,2,2,0,4,0,The Pure Creator
9196,similarity,2,2,1,4,5,1,3,5,1,2,The Digital Nomad
9197,similarity,0,3,1,5,3,3,4,4,3,3,The Free Spirit
9198,similarity,4,1,0,4,2,4,3,3,0,5,The Midnight Coder
9199,similarity,0,2,0,2,0,5,4,0,4,1,The Pure Creator
9200,similarity,4,0,4,1,4,4,5,5,5,4,The Minimalist Architect
9201,similarity,2,1,5,5,1,0,4,5,3,0,The Grounded Loyalist
9202,similarity,4,5,5,4,1,1,5,4,5,2,The Focused Builder
9203,similarity,2,0,4,3,4,2,0,3,2,4,The Direct Idealist
9204,similarity,0,4,4,1,2,4,5,2,4,1,The Minimalist Architect
9205,similarity,4,5,2,0,0,3,0,1,1,3,The Free Spirit
9206,similarity,0,3,3,5,5,4,2,1,3,3,The Focused Builder
9207,similarity,4,1,3,3,3,0,3,4,0,0,The Pure Creator
9208,similarity,2,2,2,2,0,1,2,3,4,2,The Digital Nomad
9209,similarity,4,0,2,0,4,0,3,2,0,4,The Quiet Observer
9210,similarity,1,1,2,5,4,2,4,1,3,1,The Pure Creator
9211,similarity,5,5,1,4,1,3,3,0,5,3,The Minimalist Architect
9212,similarity,1,0,1,2,5,4,4,0,2,5,The Quiet Observer
9213,similarity,5,4,0,1,2,4,5,5,4,2,The Focused Builder
9214,similarity,3,5,0,0,0,5,4,4,2,4,The Direct Idealist
9215,similarity,1,3,0,4,0,0,5,1,3,4,The Minimalist Architect
9216,similarity,3,4,5,3,3,1,0,0,1,1,The Calm Strategist
9217,similarity,1,2,5,1,1,3,2,0,4,3,The Focused Builder
9218,similarity,5,3,3,0,4,2,1,5,0,5,The Pure Creator
9219,similarity,1,1,4,5,4,3,2,4,3,1,The Spontaneous Socialite
9220,similarity,5,1,4,3,1,5,3,3,5,4,The Quiet Observer
9221,similarity,3,0,3,2,5,0,2,2,3,0,The Aesthetic Rover
9222,similarity,1,4,3,2,3,5,3,5,4,2,The Pure Creator
9223,similarity,3,5,1,1,2,1,4,5,2,5,The Midnight Coder
9224,similarity,1,3,2,0,0,2,3,4,5,5,The Quiet Observer
9225,similarity,5,4,2,4,3,3,4,3,1,1,The Focused Builder
9226,similarity,1,2,1,3,1,5,5,2,4,4,The Grounded Loyalist
9227,similarity,5,3,1,2,5,4,0,1,0,0,The Spontaneous Socialite
9228,similarity,3,1,1,0,4,5,0,0,4,2,The Calm Strategist
9229,similarity,1,2,0,5,2,0,1,0,5,5,The Focused Builder
9230,similarity,3,0,0,3,5,2,2,3,3,1,The Free Spirit
9231,similarity,1,0,4,2,3,1,1,2,4,3,The Spontaneous Socialite
9232,similarity,5,5,5,1,3,2,2,1,2,4,The Quiet Observer
9233,similarity,1,5,5,5,0,4,3,0,5,0,The Digital Nomad
9234,similarity,5,4,4,4,4,5,2,0,1,2,The Grounded Loyalist
9235,similarity,3,4,4,3,1,0,3,5,5,4,The Midnight Coder
9236,similarity,1,3,2,1,1,0,4,4,0,1,The Quiet Observer
9237,similarity,3,3,3,0,4,1,3,3,4,3,The Minimalist Architect
9238,similarity,1,2,3,4,2,2,4,0,5,5,The Grounded Loyalist
9239,similarity,5,0,2,3,0,4,0,5,3,2,The Spontaneous Socialite
9240,similarity,1,1,2,2,5,3,1,5,0,4,The Direct Idealist
9241,similarity,5,5,2,0,3,4,0,4,2,4,The Digital Nomad
9242,similarity,3,0,1,5,0,0,1,3,0,1,The Free Spirit
9243,similarity,5,4,1,4,4,1,2,2,1,3,The Aesthetic Rover
9244,similarity,3,4,5,2,2,0,1,1,5,5,The Pure Creator
9245,similarity,1,3,0,1,1,1,2,1,0,2,The Digital Nomad
9246,similarity,5,3,0,5,5,3,3,4,4,4,The Grounded Loyalist
9247,similarity,1,2,5,4,2,4,2,3,5,0,The Aesthetic Rover
9248,similarity,5,2,5,5,0,5,3,2,3,3,The Direct Idealist
9249,similarity,3,1,3,3,0,5,4,1,1,5,The Minimalist Architect
9250,similarity,5,1,4,2,3,0,0,0,2,5,The Calm Strategist
9251,similarity,3,0,4,0,1,1,5,0,0,1,The Focused Builder
9252,similarity,1,0,3,5,4,3,0,5,1,4,The Direct Idealist
9253,similarity,5,5,3,4,4,2,1,4,5,0,The Digital Nomad
9254,similarity,1,5,3,2,2,3,0,1,0,2,The Calm Strategist
9255,similarity,5,4,2,1,5,5,1,0,4,5,The Aesthetic Rover
9256,similarity,3,2,2,0,3,0,2,0,0,1,The Pure Creator
9257,similarity,5,2,1,4,2,1,1,5,3,3,The Midnight Coder
9258,similarity,3,1,1,3,0,0,2,4,1,0,The Quiet Observer
9259,similarity,1,1,1,1,3,2,3,3,2,0,The Aesthetic Rover
9260,similarity,5,0,0,0,1,3,5,2,0,2,The Direct Idealist
9261,similarity,1,0,0,5,5,4,4,1,2,5,The Midnight Coder
9262,similarity,5,5,4,3,4,4,5,5,5,1,The Calm Strategist
9263,similarity,3,5,5,2,2,5,0,4,1,3,The Focused Builder
9264,similarity,5,4,5,1,5,0,5,3,4,0,The Free Spirit
9265,similarity,3,4,4,5,3,2,0,2,2,2,The Spontaneous Socialite
9266,similarity,1,3,4,4,3,1,1,1,3,4,The Calm Strategist
9267,similarity,3,3,2,2,0,2,0,0,1,0,The Digital Nomad
9268,similarity,1,2,3,1,4,4,1,0,3,1,The Free Spirit
9269,similarity,5,2,3,0,1,5,2,5,0,3,The Midnight Coder
9270,similarity,3,0,2,4,1,0,3,2,2,5,The Quiet Observer
9271,similarity,5,5,2,3,5,0,3,1,5,2,The Minimalist Architect
9272,similarity,3,5,2,2,2,1,4,0,1,4,The Grounded Loyalist
9273,similarity,1,4,1,2,0,2,5,0,4,0,The Midnight Coder
9274,similarity,3,4,1,1,3,3,4,5,2,3,The Direct Idealist
9275,similarity,1,3,5,5,3,3,5,4,4,5,The Minimalist Architect
9276,similarity,5,3,0,4,0,4,0,3,1,5,The Free Spirit
9277,similarity,3,2,0,3,4,5,5,0,3,2,The Spontaneous Socialite
9278,similarity,5,2,5,1,2,1,0,5,0,4,The Pure Creator
9279,similarity,3,1,5,0,1,2,1,5,2,0,The Digital Nomad
9280,similarity,1,1,3,4,5,1,2,4,5,3,The Free Spirit
9281,similarity,3,0,4,3,2,3,1,3,3,5,The Aesthetic Rover
9282,similarity,1,0,4,2,0,4,3,2,5,1,The Pure Creator
9283,similarity,5,4,3,0,0,5,4,1,2,3,The Minimalist Architect
9284,similarity,3,5,3,5,3,5,3,1,4,0,The Grounded Loyalist
9285,similarity,5,3,3,4,1,0,4,4,1,0,The Focused Builder
9286,similarity,3,4,2,2,4,1,5,3,3,2,The Direct Idealist
9287,similarity,1,2,2,1,4,2,4,2,0,5,The Minimalist Architect
9288,similarity,3,1,1,5,2,2,5,1,2,1,The Calm Strategist
9289,similarity,1,1,1,4,5,3,0,0,0,3,The Focused Builder
9290,similarity,5,0,1,3,3,4,1,0,3,0,The Pure Creator
9291,similarity,1,0,0,1,0,0,0,5,5,2,The Spontaneous Socialite
9292,similarity,5,5,0,0,0,1,1,4,2,4,The Quiet Observer
9293,similarity,3,5,4,5,4,0,3,1,4,1,The Aesthetic Rover
9294,similarity,1,4,5,3,1,2,2,0,1,1,The Pure Creator
9295,similarity,3,4,5,2,5,3,3,5,3,3,The Midnight Coder
9296,similarity,1,2,4,0,4,4,4,5,1,5,The Quiet Observer
9297,similarity,5,3,4,5,2,4,3,4,2,2,The Focused Builder
9298,similarity,1,1,2,0,5,5,4,3,0,4,The Grounded Loyalist
9299,similarity,5,2,3,4,3,0,5,2,3,0,The Spontaneous Socialite
9300,similarity,3,0,3,3,3,2,0,1,5,3,The Calm Strategist
9301,similarity,1,1,2,2,0,3,5,5,3,5,The Focused Builder
9302,similarity,3,5,2,0,4,2,0,4,4,1,The Free Spirit
9303,similarity,1,0,2,5,1,3,1,3,2,2,The Spontaneous Socialite
9304,similarity,5,4,1,3,1,5,1,2,3,4,The Quiet Observer
9305,similarity,1,3,1,2,5,0,2,1,1,0,The Digital Nomad
9306,similarity,5,3,5,1,2,5,3,0,4,3,The Grounded Loyalist
9307,similarity,3,2,0,5,0,1,2,0,0,5,The Midnight Coder
9308,similarity,1,2,0,4,3,2,3,5,4,1,The Quiet Observer
9309,similarity,3,0,5,2,3,3,4,2,5,4,The Minimalist Architect
9310,similarity,1,1,5,1,1,3,5,1,3,0,The Grounded Loyalist
9311,similarity,5,5,3,0,4,4,4,0,4,2,The Spontaneous Socialite
9312,similarity,1,0,4,4,2,5,5,0,2,2,The Direct Idealist
9313,similarity,5,4,4,3,1,1,0,5,3,5,The Digital Nomad
9314,similarity,3,5,3,2,5,2,0,4,1,1,The Free Spirit
9315,similarity,5,3,3,0,2,1,1,3,5,3,The Aesthetic Rover
9316,similarity,3,4,3,5,0,2,2,2,0,0,The Pure Creator
9317,similarity,1,2,2,3,0,4,1,5,4,2,The Digital Nomad
9318,similarity,5,3,2,2,3,5,2,5,5,4,The Grounded Loyalist
9319,similarity,1,1,0,1,1,4,3,4,3,1,The Aesthetic Rover
9320,similarity,5,2,1,5,4,0,4,3,4,1,The Direct Idealist
9321,similarity,3,0,1,4,2,1,3,2,2,3,The Minimalist Architect
9322,similarity,5,4,0,3,2,2,4,1,0,0,The Calm Strategist
9323,similarity,3,5,0,1,5,4,5,0,1,2,The Focused Builder
9324,similarity,0,3,4,2,3,3,4,0,5,4,The Minimalist Architect
9325,similarity,4,4,5,0,0,4,0,3,0,1,The Free Spirit
9326,similarity,0,2,5,5,0,0,1,2,4,3,The Focused Builder
9327,similarity,4,3,4,4,4,1,0,1,5,5,The Pure Creator
9328,similarity,2,1,4,2,1,0,1,0,3,1,The Digital Nomad
9329,similarity,4,2,2,1,5,2,2,0,5,2,The Quiet Observer
9330,similarity,2,0,3,0,4,3,3,5,2,4,The Aesthetic Rover
9331,similarity,0,1,3,4,2,4,2,4,0,0,The Pure Creator
9332,similarity,4,5,2,3,0,5,3,1,1,3,The Minimalist Architect
9333,similarity,0,0,2,1,3,5,4,0,5,5,The Quiet Observer
9334,similarity,4,4,2,0,3,0,3,5,0,1,The Focused Builder
9335,similarity,2,4,1,5,0,1,4,5,4,4,The Direct Idealist
9336,similarity,4,3,1,3,4,3,0,4,0,0,The Spontaneous Socialite
9337,similarity,2,1,5,2,1,2,5,3,3,2,The Calm Strategist
9338,similarity,0,2,0,0,5,3,0,2,5,3,The Focused Builder
9339,similarity,2,0,0,5,5,5,1,1,2,5,The Free Spirit
9340,similarity,0,1,5,4,2,0,2,5,0,1,The Spontaneous Socialite
9341,similarity,4,5,5,2,0,5,1,4,1,4,The Quiet Observer
9342,similarity,2,0,3,1,3,1,2,3,5,0,The Aesthetic Rover
9343,similarity,4,4,4,0,3,2,3,2,1,2,The Grounded Loyalist
9344,similarity,2,5,4,4,1,3,2,1,4,4,The Midnight Coder
9345,similarity,0,3,3,3,4,4,3,0,0,1,The Quiet Observer
9346,similarity,2,4,3,1,2,4,4,0,3,3,The Minimalist Architect
9347,similarity,0,2,3,0,1,5,4,5,1,3,The Grounded Loyalist
9348,similarity,4,2,2,5,5,0,5,2,3,0,The Spontaneous Socialite
9349,similarity,2,1,2,5,3,2,0,1,0,2,The Calm Strategist
9350,similarity,4,1,0,4,0,1,5,0,2,4,The Digital Nomad
9351,similarity,2,0,1,3,0,2,0,0,5,1,The Free Spirit
9352,similarity,0,0,1,1,3,4,1,5,1,3,The Spontaneous Socialite
9353,similarity,2,5,0,0,1,5,2,4,4,5,The Pure Creator
9354,similarity,0,3,0,4,4,0,1,3,0,2,The Digital Nomad
9355,similarity,4,4,4,3,2,0,2,2,4,4,The Grounded Loyalist
9356,similarity,2,2,5,2,2,1,3,5,1,4,The Midnight Coder
9357,similarity,4,3,5,0,5,2,2,5,3,1,The Direct Idealist
9358,similarity,2,1,4,5,3,4,4,4,0,3,The Minimalist Architect
9359,similarity,0,2,4,4,0,3,5,3,2,5,The Grounded Loyalist
9360,similarity,2,0,4,2,0,4,4,2,5,1,The Focused Builder
9361,similarity,0,0,3,1,4,5,5,1,1,4,The Direct Idealist
9362,similarity,4,5,3,5,1,1,0,0,5,0,The Digital Nomad
9363,similarity,0,5,2,4,5,0,1,0,0,2,The Calm Strategist
9364,similarity,4,4,2,3,4,1,0,3,4,3,The Aesthetic Rover
9365,similarity,2,4,2,1,2,3,1,2,1,5,The Pure Creator
9366,similarity,0,3,1,0,0,4,2,1,3,1,The Digital Nomad
9367,similarity,2,3,1,4,3,5,1,0,0,4,The Quiet Observer
9368,similarity,0,2,5,3,1,5,2,0,2,0,The Aesthetic Rover
9369,similarity,4,2,0,2,0,0,4,5,0,2,The Direct Idealist
9370,similarity,0,1,0,0,4,1,3,4,1,5,The Midnight Coder
9371,similarity,4,5,5,5,2,3,4,3,5,1,The Calm Strategist
9372,similarity,2,0,5,4,5,2,5,0,2,3,The Focused Builder
9373,similarity,0,4,3,2,5,3,0,5,4,4,The Direct Idealist
9374,similarity,2,4,4,3,2,5,5,5,1,0,The Spontaneous Socialite
9375,similarity,0,3,4,1,0,0,0,4,3,2,The Calm Strategist
9376,similarity,4,3,3,0,3,1,1,3,1,4,The Aesthetic Rover
9377,similarity,0,2,3,5,3,0,0,2,2,1,The Free Spirit
9378,similarity,4,2,3,3,1,2,1,1,0,3,The Midnight Coder
9379,similarity,2,1,2,2,4,3,3,1,1,5,The Quiet Observer
9380,similarity,0,1,2,1,2,4,2,4,5,2,The Aesthetic Rover
9381,similarity,2,0,0,5,1,4,3,3,2,4,The Grounded Loyalist
9382,similarity,0,0,1,4,5,5,4,2,4,4,The Midnight Coder
9383,similarity,4,5,1,2,3,0,5,1,2,1,The Calm Strategist
9384,similarity,0,5,0,1,0,2,4,0,3,3,The Minimalist Architect
9385,similarity,4,3,0,0,4,1,5,0,1,5,The Free Spirit
9386,similarity,2,2,4,4,3,2,0,5,2,2,The Spontaneous Socialite
9387,similarity,4,2,5,3,1,4,5,2,0,4,The Pure Creator
9388,similarity,2,1,5,2,5,5,0,1,4,0,The Digital Nomad
9389,similarity,0,1,4,0,2,0,1,0,5,3,The Free Spirit
9390,similarity,4,0,4,5,2,5,1,5,3,5,The Midnight Coder
9391,similarity,0,0,4,3,5,1,2,5,4,5,The Pure Creator
9392,similarity,4,5,3,2,3,2,3,4,2,1,The Minimalist Architect
9393,similarity,2,5,3,1,0,3,4,3,3,4,The Grounded Loyalist
9394,similarity,4,4,1,5,0,3,3,2,1,0,The Focused Builder
9395,similarity,2,4,2,4,4,4,4,5,3,2,The Direct Idealist
9396,similarity,0,3,2,2,1,5,5,5,0,5,The Minimalist Architect
9397,similarity,4,3,1,1,5,1,4,4,4,1,The Free Spirit
9398,similarity,0,1,1,0,4,2,5,3,5,3,The Focused Builder
9399,similarity,4,2,5,4,2,1,0,2,3,4,The Pure Creator
9400,similarity,2,0,0,5,0,3,5,1,4,0,The Digital Nomad
9401,similarity,4,1,0,4,3,4,1,0,2,2,The Quiet Observer
9402,similarity,2,5,5,2,1,5,2,0,4,5,The Aesthetic Rover
9403,similarity,0,4,5,1,0,5,3,3,1,1,The Pure Creator
9404,similarity,4,4,3,5,4,0,2,2,3,3,The Minimalist Architect
9405,similarity,0,3,4,4,2,1,3,1,0,0,The Quiet Observer
9406,similarity,4,3,4,3,5,2,4,0,4,2,The Focused Builder
9407,similarity,2,2,3,1,5,4,3,0,5,4,The Direct Idealist
9408,similarity,4,2,3,0,2,3,4,5,3,4,The Spontaneous Socialite
9409,similarity,2,1,3,5,0,4,5,4,5,1,The Calm Strategist
9410,similarity,0,1,2,3,4,0,4,3,2,3,The Focused Builder
9411,similarity,2,5,2,2,3,1,5,0,4,5,The Free Spirit
9412,similarity,0,0,0,0,1,0,1,5,1,2,The Spontaneous Socialite
9413,similarity,4,4,1,5,4,2,2,5,5,4,The Quiet Observer
9414,similarity,2,5,1,4,2,3,1,4,0,0,The Aesthetic Rover
9415,similarity,4,3,0,2,5,4,2,3,4,3,The Grounded Loyalist
9416,similarity,2,4,0,1,5,4,3,2,0,5,The Midnight Coder
9417,similarity,0,2,4,0,3,5,2,1,3,5,The Quiet Observer
9418,similarity,2,3,5,4,0,0,3,0,5,2,The Minimalist Architect
9419,similarity,0,1,5,3,4,1,4,4,2,4,The Grounded Loyalist
9420,similarity,4,0,4,1,3,3,3,3,4,0,The Spontaneous Socialite
9421,similarity,2,0,4,0,1,2,4,2,1,3,The Calm Strategist
9422,similarity,4,5,4,5,5,3,5,1,5,5,The Digital Nomad
9423,similarity,2,5,3,3,2,5,1,0,1,1,The Free Spirit
9424,similarity,0,3,3,2,2,0,0,0,4,3,The Spontaneous Socialite
9425,similarity,2,4,1,2,5,5,1,5,0,0,The Pure Creator
9426,similarity,0,2,2,1,3,1,2,4,3,0,The Digital Nomad
9427,similarity,4,3,2,0,1,2,1,1,5,2,The Grounded Loyalist
9428,similarity,2,1,1,4,0,3,2,0,3,5,The Midnight Coder
9429,similarity,4,2,1,3,4,5,3,5,0,1,The Direct Idealist
9430,similarity,2,0,5,2,1,4,2,5,2,3,The Minimalist Architect
9431,similarity,0,1,0,0,5,5,3,4,5,0,The Grounded Loyalist
9432,similarity,2,5,0,5,2,1,4,3,1,2,The Focused Builder
9433,similarity,0,0,5,3,2,2,0,2,4,4,The Direct Idealist
9434,similarity,4,4,5,2,0,1,5,1,0,1,The Digital Nomad
9435,similarity,0,3,5,1,3,2,0,5,4,1,The Calm Strategist
9436,similarity,4,3,4,5,1,4,1,4,5,3,The Aesthetic Rover
9437,similarity,2,1,4,4,0,5,0,3,3,0,The Pure Creator
9438,similarity,0,2,3,3,4,4,1,2,0,2,The Digital Nomad
9439,similarity,1,0,3,1,2,0,2,1,2,4,The Aesthetic Rover
9440,similarity,5,1,3,0,5,1,1,0,5,0,The Direct Idealist
9441,similarity,3,5,2,4,5,2,2,0,1,3,The Minimalist Architect
9442,similarity,5,0,2,3,2,4,3,3,5,5,The Calm Strategist
9443,similarity,3,4,0,2,0,3,4,2,0,5,The Focused Builder
9444,similarity,1,5,1,0,4,4,4,1,4,2,The Direct Idealist
9445,similarity,5,3,1,5,3,0,5,0,5,4,The Digital Nomad
9446,similarity,1,4,0,4,1,1,0,0,3,0,The Calm Strategist
9447,similarity,5,2,0,2,4,0,5,5,0,3,The Aesthetic Rover
9448,similarity,3,3,4,1,2,1,0,4,2,5,The Pure Creator
9449,similarity,5,1,5,5,5,3,1,3,0,1,The Midnight Coder
9450,similarity,3,1,5,4,5,4,0,0,1,4,The Quiet Observer
9451,similarity,1,0,4,5,3,5,1,5,5,0,The Aesthetic Rover
9452,similarity,5,4,4,3,0,5,2,5,0,0,The Direct Idealist
9453,similarity,1,5,4,2,4,0,3,4,4,3,The Midnight Coder
9454,similarity,5,3,3,0,3,1,2,3,1,5,The Calm Strategist
9455,similarity,3,4,3,5,1,3,4,2,3,1,The Focused Builder
9456,similarity,5,2,1,4,5,2,5,1,1,3,The Free Spirit
9457,similarity,3,3,2,2,2,3,4,0,2,0,The Spontaneous Socialite
9458,similarity,1,1,2,1,2,5,5,4,0,2,The Calm Strategist
9459,similarity,3,2,1,0,5,0,0,3,1,4,The Digital Nomad
9460,similarity,1,0,1,4,3,5,5,2,5,1,The Free Spirit
9461,similarity,5,1,5,3,1,1,0,1,0,1,The Midnight Coder
9462,similarity,3,5,0,1,4,2,1,0,4,3,The Quiet Observer
9463,similarity,5,5,0,0,4,3,0,0,2,0,The Minimalist Architect
9464,similarity,3,4,5,5,1,4,1,5,3,2,The Grounded Loyalist
9465,similarity,1,4,5,3,5,4,2,4,1,4,The Midnight Coder
9466,similarity,3,3,5,2,3,5,4,1,2,1,The Direct Idealist
9467,similarity,1,3,4,1,2,0,3,0,0,3,The Minimalist Architect
9468,similarity,5,2,4,5,0,2,4,5,1,5,The Free Spirit
9469,similarity,3,0,2,4,3,1,5,5,5,1,The Spontaneous Socialite
9470,similarity,5,1,3,2,1,2,4,4,3,2,The Pure Creator
9471,similarity,3,5,3,1,0,4,5,3,4,4,The Digital Nomad
9472,similarity,1,0,2,0,4,5,0,2,2,0,The Free Spirit
9473,similarity,3,4,2,4,2,0,5,1,3,3,The Aesthetic Rover
9474,similarity,1,5,0,3,5,0,0,5,1,5,The Pure Creator
9475,similarity,5,3,1,2,5,1,1,4,3,1,The Minimalist Architect
9476,similarity,3,3,1,2,2,2,2,3,0,4,The Grounded Loyalist
9477,similarity,5,2,0,1,0,3,2,2,2,0,The Focused Builder
9478,similarity,3,2,0,5,4,3,3,1,5,2,The Direct Idealist
9479,similarity,1,1,4,4,1,4,4,0,3,3,The Minimalist Architect
9480,similarity,3,1,5,3,1,5,3,0,4,5,The Calm Strategist
9481,similarity,1,0,5,1,4,1,4,5,2,1,The Focused Builder
9482,similarity,5,0,4,0,2,2,5,2,4,4,The Pure Creator
9483,similarity,1,5,4,4,0,1,4,1,1,0,The Spontaneous Socialite
9484,similarity,5,5,4,3,5,3,5,0,3,2,The Quiet Observer
9485,similarity,3,4,3,2,3,4,0,5,0,4,The Aesthetic Rover
9486,similarity,1,2,3,0,0,5,1,5,2,1,The Pure Creator
9487,similarity,3,3,1,5,4,5,0,4,5,1,The Midnight Coder
9488,similarity,1,1,2,4,3,0,2,3,3,3,The Quiet Observer
9489,similarity,5,1,2,2,1,1,3,2,5,0,The Focused Builder
9490,similarity,1,0,1,1,5,3,2,5,2,2,The Grounded Loyalist
9491,similarity,5,0,1,5,2,2,3,5,4,4,The Spontaneous Socialite
9492,similarity,3,5,5,4,2,3,4,4,1,1,The Calm Strategist
9493,similarity,1,5,0,3,5,4,3,3,3,3,The Focused Builder
9494,similarity,3,4,0,1,3,0,4,2,0,5,The Free Spirit
9495,similarity,1,4,5,0,1,1,5,1,4,2,The Spontaneous Socialite
9496,similarity,5,3,5,5,4,0,0,0,0,2,The Quiet Observer
9497,similarity,1,3,5,3,4,2,5,4,3,4,The Digital Nomad
9498,similarity,5,2,4,2,1,3,1,3,5,1,The Grounded Loyalist
9499,similarity,3,2,4,0,5,4,2,2,2,3,The Midnight Coder
9500,similarity,1,1,2,5,3,4,1,1,4,5,The Quiet Observer
9501,similarity,3,5,3,0,2,5,2,0,1,1,The Minimalist Architect
9502,similarity,1,5,3,4,0,0,3,0,3,4,The Grounded Loyalist
9503,similarity,5,4,2,3,3,2,2,5,1,0,The Spontaneous Socialite
9504,similarity,1,4,2,2,1,3,3,4,4,2,The Direct Idealist
9505,similarity,5,3,0,0,1,2,4,1,0,3,The Digital Nomad
9506,similarity,3,3,1,5,4,3,5,0,3,5,The Free Spirit
9507,similarity,5,2,1,3,2,5,4,5,5,1,The Aesthetic Rover
9508,similarity,3,2,0,2,5,0,5,5,2,4,The Pure Creator
9509,similarity,1,1,0,1,3,5,1,4,4,0,The Digital Nomad
9510,similarity,5,1,0,5,2,1,0,3,2,2,The Grounded Loyalist
9511,similarity,1,0,5,4,0,2,1,2,3,5,The Aesthetic Rover
9512,similarity,5,0,5,2,4,3,2,1,1,1,The Direct Idealist
9513,similarity,3,5,4,1,1,3,1,4,4,3,The Minimalist Architect
9514,similarity,5,5,4,0,1,4,2,4,0,4,The Calm Strategist
9515,similarity,3,3,4,4,4,5,3,3,4,0,The Focused Builder
9516,similarity,1,4,3,3,2,1,4,2,5,2,The Direct Idealist
9517,similarity,5,2,3,2,0,2,3,1,3,4,The Digital Nomad
9518,similarity,1,1,1,0,5,1,4,0,4,1,The Calm Strategist
9519,similarity,5,1,2,5,3,3,5,0,2,3,The Aesthetic Rover
9520,similarity,3,0,2,3,0,4,5,5,5,5,The Pure Creator
9521,similarity,5,0,1,2,4,5,0,2,1,2,The Midnight Coder
9522,similarity,3,5,1,1,4,4,1,1,5,4,The Quiet Observer
9523,similarity,1,5,5,5,1,0,0,0,0,4,The Aesthetic Rover
9524,similarity,5,4,0,4,5,1,1,5,4,1,The Direct Idealist
9525,similarity,1,4,0,3,2,2,2,5,5,3,The Midnight Coder
9526,similarity,5,3,5,1,0,4,3,4,3,5,The Calm Strategist
9527,similarity,3,3,5,2,5,3,2,3,4,2,The Focused Builder
9528,similarity,5,1,5,0,3,4,3,2,2,4,The Free Spirit
9529,similarity,3,2,4,5,1,0,4,5,0,0,The Spontaneous Socialite
9530,similarity,1,0,4,4,4,1,3,5,1,3,The Calm Strategist
9531,similarity,3,1,2,2,4,0,5,4,5,3,The Digital Nomad
9532,similarity,1,5,3,1,1,2,0,3,0,5,The Free Spirit
9533,similarity,5,0,3,0,5,3,5,2,4,1,The Midnight Coder
9534,similarity,3,4,2,4,3,4,0,1,5,4,The Quiet Observer
9535,similarity,5,3,2,3,2,3,1,0,3,0,The Minimalist Architect
9536,similarity,3,3,0,1,0,5,2,0,1,2,The Grounded Loyalist
9537,similarity,1,2,1,0,3,0,1,3,2,5,The Midnight Coder
9538,similarity,3,2,1,5,1,1,2,2,0,1,The Direct Idealist
9539,similarity,1,0,0,3,1,3,3,1,1,3,The Minimalist Architect
9540,similarity,5,1,0,2,4,2,2,0,5,4,The Free Spirit
9541,similarity,3,5,0,0,2,3,3,0,0,0,The Spontaneous Socialite
9542,similarity,5,0,5,5,5,5,5,5,4,2,The Pure Creator
9543,similarity,3,4,5,4,3,0,4,4,0,5,The Digital Nomad
9544,similarity,1,5,3,2,3,5,5,3,3,1,The Free Spirit
9545,similarity,3,3,4,1,0,1,0,0,1,3,The Aesthetic Rover
9546,similarity,1,4,4,0,4,2,1,5,2,0,The Pure Creator
9547,similarity,5,2,3,4,1,3,0,5,0,2,The Minimalist Architect
9548,similarity,3,3,3,3,1,5,1,4,1,4,The Grounded Loyalist
9549,similarity,5,1,1,1,4,4,2,3,5,4,The Focused Builder
9550,similarity,3,0,2,0,2,5,1,2,1,1,The Direct Idealist
9551,similarity,1,0,2,5,0,0,2,1,4,3,The Minimalist Architect
9552,similarity,3,4,1,5,5,2,4,4,0,5,The Calm Strategist
9553,similarity,0,5,1,4,3,1,3,4,3,2,The Direct Idealist
9554,similarity,4,3,5,3,0,2,4,3,1,4,The Digital Nomad
9555,similarity,0,4,0,1,4,4,5,2,2,0,The Calm Strategist
9556,similarity,4,2,0,0,2,5,0,1,0,3,The Aesthetic Rover
9557,similarity,2,3,5,4,1,4,5,0,2,5,The Pure Creator
9558,similarity,0,1,5,3,5,0,0,0,5,5,The Digital Nomad
9559,similarity,2,2,5,2,2,1,1,5,1,2,The Quiet Observer
9560,similarity,0,0,4,0,0,2,0,2,4,4,The Aesthetic Rover
9561,similarity,4,1,4,5,0,4,1,1,2,0,The Direct Idealist
9562,similarity,0,5,2,3,3,3,2,0,4,3,The Midnight Coder
9563,similarity,4,0,3,2,1,4,2,5,1,5,The Calm Strategist
9564,similarity,2,4,3,1,4,5,3,5,3,1,The Focused Builder
9565,similarity,0,4,2,5,4,1,4,4,0,3,The Direct Idealist
9566,similarity,2,3,2,4,1,0,5,3,2,4,The Spontaneous Socialite
9567,similarity,0,1,0,3,5,1,4,2,5,0,The Calm Strategist
